,post,gt_labels,pred_labels
320,somali tied to jihadists worked with two un agencies : and why not ? what does the un do these days but play t ...,irony,stereotypical
321,two million arab refugees are ready to invade europe . why can't the eu just close the turkish border ?,incitement,incitement
322,do whatever you can or these desert barbarians will destroy the western civilization.,inferiority,inferiority
323,capitalism  like communism  is an enemy of the white race .,white_grievance,white_grievance
324,: estonia : 1000 white nationalists protest against non-white invasion ),incitement,white_grievance
325,i read stories of states which drove off whites  their economies failed . poor africans cried and begged for whites to return .,stereotypical,white_grievance
326,mmmm according to the quran those who do kill are true muslims . those that don't kill are hyp,stereotypical,stereotypical
327,black celebrities who belong to 5 % er anti-white race war cult #swrm #black #racists via,white_grievance,white_grievance
328,the comment was more of a conditional : white people must not be fractured or we'll may,white_grievance,white_grievance
329,what will happen when they lose all white money ? they would be living in mudhuts with no white money ! all bs talk cause they need white cash,inferiority,inferiority
330,great news . deport all illegals . send usbp to cities to assist ice . all the prs coming after maria can take their jobs . very positive .,incitement,incitement
331,"handicapped is not a gender, bathroom sign people!!!",irony,stereotypical
332,white people wanting to live is racist .,white_grievance,white_grievance
333,jew caught and tortured rudolkf hoess : uncle ...,white_grievance,stereotypical
334,obviously you're projecting ... nobody asks for a pure white country  but a white state would be a great start ..,incitement,incitement
335,and on the same day a bunch of over paid black athletes protest whitey's oppression . white guilt is rea,white_grievance,white_grievance
336,america cannot be a country that is for white interests with non-whites here . logical,white_grievance,white_grievance
337,it's funny you know  how many jewish people work for slate  or even twitter . they se,stereotypical,stereotypical
338,"omg- i didn't realize the infection had spread that far. we need a cure, fast! we need a good dose of #maga",inferiority,inferiority
339,"a long time ago, it used 2b this way! we didn't allow ppl in who didn't have something 2offer us!",white_grievance,inferiority
340,weren't * u people are really something . u think everything happens in a vacuum when whites have been under attack for a long time .,white_grievance,white_grievance
341,those pardons can be easily overturned! get them out of here.,threatening,threatening
342,"no amnesty, for any illegal.",incitement,white_grievance
343,you are wrong and so is the guy that wrote that article . this is a white country . the american flag belongs to us .,incitement,incitement
344,illegal immigration is theft,white_grievance,white_grievance
345,is not a white supremacist organization . theyre promoting the assertion of white identity in order to help combat the issues our country is facing as a result of anti-white hatred and discrimination along with uncontrolled immigration,incitement,white_grievance
346,there it is kids ... death of the white race ...,white_grievance,white_grievance
347,deport mom and grandma!,threatening,threatening
348,new fuhrer is so learned ! !,incitement,irony
349," rt also these crazy nazis came out after weeks of people saying to  "" kill all white people "" "" "" "" white people should be extinct "" "" they want a war """,white_grievance,white_grievance
350,anti-white racism has reached critical mass in america ( video ) via,white_grievance,white_grievance
351,it's wonderful if these white women will wake up to anti-white racism.but some whites love to be punished for being white .,white_grievance,white_grievance
352,#blacklivesmatter #whitelivesmatter #chimpout #whitegenocide,white_grievance,white_grievance
353,there are muslims who do not want to see sharia or jihad against the infidel in ameri,stereotypical,stereotypical
354,they hate us because the quran tells them specifically to hate us . to pretend they dont  but to hate us in their hearts . dont be an idiot,stereotypical,stereotypical
355," saying someone isn't  "" a real jew "" "" isn't racist  there is no such thing as a jewish race . just lib jews """,stereotypical,stereotypical
356,its.time for the white people to ! ! ! #immigration,incitement,incitement
357,jewish war on nordic sweden : israeli government openly exports african illegal immigrants to,stereotypical,stereotypical
358,"  "" : latest unhinged anti-white rant at #ferguson "" "" ugly black lesbian . #negrogeddon """,stereotypical,white_grievance
359,"why? so they can stab conservatives in the back when they vote. or continue the vicious cycle of illegal immigration. time to end it, deport",threatening,white_grievance
360,alabama where eharmony and ancestry are the same website .,irony,irony
361,yes ~ blacks & hispanics but the asians need police to protect them from those 2 racial / ethnic groups,stereotypical,white_grievance
362,in your opinion they're racists . you just say that because they're white . anti-racist = a code word 4 anti-white .,white_grievance,white_grievance
363,"Me:: I can't believe that someone could commit such a horrible crime. People can scare me sometimes. Guy:: You know, if black people don't want to be called criminals... Me:: I didn't say anything about what the man looked like. Guy:: [Silence]",stereotypical,stereotypical
364,well  that's all allah is teaching them  kill  kill  kill and then kill some more . such a violent religion .,stereotypical,stereotypical
365,"sick, sick, sick this muslim religion is very sick! penalty should have been removal of his private parts!",stereotypical,irony
366,wrong! they can't be let into the usa period!! #trump2016,threatening,incitement
367,#projectsiege continues unabated . we will not rest until alt-right ideas are represented on college campuses nationwide . #sdsu,incitement,incitement
368,david duke : the racial murder and rape of white women in america | read more : via,stereotypical,white_grievance
369,ryan. i think your days are numbered. we in az totally 100% agree with arpio's pardon. and remember. it was a misdemeanor! obama let murders,threatening,incitement
370,white power via,incitement,incitement
371,the #unitedstates was a white nation founded by #whitepeople  but our race has failed thus far at defending it . #family #culture #survival,incitement,white_grievance
372,"If the Japs are offended, then screw them. They should have stayed away from Pearl Harbor."" The highest rated comment on a very old and very racist Bugs Bunny cartoon shown on YouTube. 7 macro,race 6 years ago",incitement,irony
373,#italy jihadi talked about fastening his belt to reach heaven #islam #islamophobia #tcot,stereotypical,stereotypical
374,"only a man & a woman can produce & sustain humanity under god's plan, that's why it's god's plan,to argue god's plan is insanity",inferiority,inferiority
375,this is the sort of self-determination we and the broader alt-right support.would you like to discuss this in a public forum ?,incitement,incitement
376,"hey rahm, follow the laws. you arrest local citizens for not following the law, give illegals a pas on laws? effed up dude.",white_grievance,white_grievance
377,white pride world wide t-shirt from the white resister :,incitement,incitement
378,personally  i think the white dems are the worst accusers and use race as a wedge issue incessantly .,white_grievance,white_grievance
379,mt . any religion is better than islam . #tcot #bansharia #banislam,inferiority,threatening
380,racist black goes on shooting spree  says his teachers taught him to hate whites | read more :,stereotypical,white_grievance
381,time to get the truthabout radical islamor buy a casketno joke,stereotypical,irony
382,total annual cost of illegal immigration to american citizens is expected to surpass $ 1 trillion dollars by end of 2017,white_grievance,white_grievance
383,white power south georgia has your back,incitement,incitement
384,"they may have not taken gender study classes, but at least they work & know which bathroom to use.",irony,irony
385,"lord, let your enemies be scattered, let them be confounded and be put to shame",threatening,threatening
386,pl. put all these cair etc in guantanamo prison without food,threatening,irony
387,"money why else, they hate christianity because it makes them feel superior but they want to believe in something",stereotypical,stereotypical
388,... criticism as islamophobia and / or racist abuse because you are scared .,stereotypical,white_grievance
389,"they r illegals, not """"californians"""" & they should be living in fear every day & not have a moment of comfort!",inferiority,white_grievance
390,we are losing our country and you idiots don't care too scared to stand up and fight against obama n politician illegals,incitement,incitement
391,europe is being flooded with africas and muslims atm by globalists supported by european antifa . you are what you hate so much,white_grievance,stereotypical
392,# we must wake up and realize whats going on against the white race . and protect our aryan women from the enemy .,white_grievance,white_grievance
393,video : white man march - white nationalist rallies organized across the globe for march via white time,incitement,incitement
394,the sign says : we're better will less white people than with more white people .,white_grievance,white_grievance
395,kosher conservatives think money is the measure of everything . but more important than mere $ $ is the quality of,stereotypical,inferiority
396,zionists : marxists ; socialists ( like the dsa ) ? ! liberalist  globalist ... islamist  lgbt  & multiculturalism . nexus genocide of white people,white_grievance,white_grievance
397,modern heretic : jew explains plan for white disarmament  genocide #withjewswelose,white_grievance,stereotypical
398," rt i'm against feminism . i don't hate women as such though . i disagree with the ideology and social order and oppose liberalism down the line . how can you  "" secure a future for white children "" "" without half of our race ? """,incitement,white_grievance
399,do you think those bars on the windows are to keep out all the white people ?,irony,white_grievance
400,black lives matter has helped trump more that they have helped solve any problems in their communities  congrats  you played yourself ;),white_grievance,white_grievance
401,i don't respect sexualities . sexualities aren't people . and they call themselves queers .,incitement,stereotypical
402,what does racist mean ? do i have to belive measured differences bw races on average are not real or are white ppl's fault ?,incitement,white_grievance
403,newsflash : incompetent cuckold masquerading as journalist spreads anti-white hate : promotes replacement of europeans,white_grievance,white_grievance
404,20 invader centers burned in germany #whitegenocide #merkelmussweg #refugeeswelcome #trump,stereotypical,white_grievance
405,"zog and its agents have, through their jungles of destructive regulations & inefficiencies, cheated us all of our nation's wealth & resource",stereotypical,inferiority
406,you can expel white muslims too ! white christians is pretty much the basis of the identity .,incitement,white_grievance
407,it was the work of . white people are finally coming together to fight back against the monsters in our lands .,inferiority,white_grievance
408,all whites must unite and stand strong  it's about time . get off your knees white man and white woman ! !,incitement,incitement
409,this selfie is so white  i love it .,incitement,incitement
410,think media here doesnt report the whole story . think illegals were responsible 4 murdered ca tourist downtown .,stereotypical,stereotypical
411,the extermination of the white race : facts about britain and non-white immigration | more :,white_grievance,white_grievance
412,What’s the difference between Harry Potter and the Jews? Harry was looking for the chamber,irony,irony
413,new york : sicilian terrorist / governor andrew cuomo prepares to purge nyc of all confederate tributes via,white_grievance,incitement
414,"illegals flying, adults in high school, ms-13 recruiting, mccain ripped!(follow the links and use all of this",incitement,white_grievance
415,how is he racist ? illegal isnt a race .,white_grievance,white_grievance
416,Co-worker's facebook status:: Not sure how the guy sitting next to me in class can smell so bad and still be alive. First comment:: Is he Indian?,stereotypical,stereotypical
417,law breakers-you wouldnt get amnesty if u illegally entered other countries,white_grievance,white_grievance
418,chin up . we'll all soon be compelled to accept everybody is a racist ( the right thing ) when gene editing / life extension science is commercialized + competition for white / asian dna makes it irrefutably clear the negroid dna has no commercial value : ~ 100 yr extinction event,inferiority,white_grievance
419,i am for white separation  i hope this clarifies my position .,incitement,incitement
420,hate group ? u want 2 know hate read quran  the hand book of hate,stereotypical,stereotypical
421,america was meant to be a white country . jim crow was meant to preserve the america the founding fathers envisioned .,inferiority,incitement
422,what white americans have to look forward to from #catholics & #jews :,incitement,white_grievance
423,"also, charge mexico for all legal & imprisonment costs, including transportation back to mexico! why are us citizens on the hook for any $$?",threatening,white_grievance
424,: #marriage sanctioned by god is the joining of one man and one woman  as their genders were determined by god at conceptio,incitement,stereotypical
425," rt :  "" black lives matter & antifa can show up with mace  acid & baseball bats "" "" .. while your far right romp u """,incitement,threatening
426,the white race needs to be strong and unite ... grow and multiply ... that would be great !,incitement,incitement
427,cnn will find and interview the one tranny in history that was inconvenienced,irony,irony
428,"A gay guy, A black guy, and A Jew get hit by a bus They all appear in front of the gates of heaven. The Angel says. ""Welcome to Heaven!"" The three guys beg him for a second chance. The angel says,""I can only do it if you promised to give up what you love doing the most."" The three men immediately agreed to do that.  Suddenly, they're on the street and the bus is passing by. They cautiously cross the street, and continue walking, until they come across a car which has an open window and a purse. The gay guy says to the black guy, ""Don't do it man, you're stronger than that!"" But he reaches in anyway. Poof! Black guy disappears.  They continue walking until the Jew comes across a penny. He bends down with the gay guy behind him. Poof! Gay guy disappears.",irony,irony
429,: 13 ( worst ) companies who support israels policies for white america july 23rd ! ! be there ! ! ...,stereotypical,incitement
430,real racist are black full of hypocrisy,white_grievance,white_grievance
431,dan cook : can we make w.va . a white state ? = = = >,incitement,incitement
432,eliminate all sanctuary cities.,threatening,threatening
433,so true but if being white and proud means i'm a racest then i will happily be called a racist . i have no problem with it at all .,white_grievance,white_grievance
434,"robert, i hereby dub you an honorary jew. the elders meet to discuss the world every other tuesday. don't be late.",irony,stereotypical
435,What's the difference between a jew and a piece of bread? The bread still works after it's been through the toaster,irony,irony
436,do these people know it's not a communist government that is perpetuating white genocide,white_grievance,white_grievance
437,"they are not dreamers, if they are illegal they aren't immigrant they are """"intruder invaders"""".",inferiority,inferiority
438," rt  "" the hindu "" "" is known for it's anti indian  anti hindu  pro islam post's . another media outlets dancing with the devil """,stereotypical,stereotypical
439,elin krantz : just another dead white liberal female raped to death by non-white invader | more : via,stereotypical,stereotypical
440,"have to hire illegals in california to compete with the guy running a crew of all illegals ,its a race to the bottom in wages craftsmanship",inferiority,irony
441,oh white guilt .. like i said i have none of that,incitement,white_grievance
442,white genocide accelerates in france : at least 1 in 3 newborns are non-white via,white_grievance,white_grievance
443,"trump has the veto power and must use it to kill this unconstitutional """"bill"""" (if it makes it to his desk).. and then start the deportation of all the illegals.",threatening,incitement
444,do black people work in fields in central alabama ?,stereotypical,stereotypical
445,If only Africa had more mosquito nets If only Africa had more mosquito nets then every year we could save millions of mosquitoes from dying needlessly from AIDs.,irony,irony
446,evening read : deportable alien with priors kills cyclist during tragic dui in kentucky,stereotypical,stereotypical
447,low iq  higher crime rates  higher rates of fatherless households,stereotypical,stereotypical
448,american white for ever ... usa,incitement,incitement
449,Eliminate jews and we'd be living on Mars in 50 years.,inferiority,irony
450,they accept ' latinos  gays  blacks  asians etc for trump ' but white identity is just too racist,white_grievance,white_grievance
451,jew killed by a non jew in isreal there is outrage . white children killed by non whites in a white country ; silence .,white_grievance,white_grievance
452,it's illegal! go get a dictionary and see the meaning! if you can't speak english get a spanish one!,irony,stereotypical
453,total bullshittrump did not blame #unitetheright unitrump knows where the * real * hate and violence,incitement,white_grievance
454,white power | read more : via,incitement,incitement
455," unfortunately  valerie grim is stuck in an outdated paradigm wherein all white advocacy is  "" hate "" "" . """,white_grievance,white_grievance
456,ethnic norwegians disappearing as non-white colonization intensifies via,white_grievance,white_grievance
457,no peace in america with muslims on u.s. soil. no such thing as a good muslim. they must be removed,threatening,threatening
458,build the wall to keep these animals in mexico!!,inferiority,inferiority
459,"sharia up, pints down.",irony,threatening
460,Native Amerian Studies boils down to 'kill whitey'.,white_grievance,white_grievance
461,white pride march in wales passes off peacefully via,incitement,incitement
462,"the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual space, even if we adjust for contextual differences.",stereotypical,inferiority
463,Pennies are brown because they’re worth almost nothing and cost more to manufacture than what they’re worth.,inferiority,irony
464,we must secure the existence of our people and a future for white children !,incitement,incitement
465,"may command a battalion of terrorists, pl. ban her from vip gathering",threatening,threatening
466,How do you get 20 jews in the back seat of a Volkswagen? Toss a $50 in the back seat,irony,irony
467,"stop all federal finding to all cities & states, with sanctuary cities, until laws are complied with! dts",incitement,incitement
468,the klan is part off america i'm part off america they think is funny too peace out klan together . blacks kill we all do .,incitement,stereotypical
469,because lesbian jews should be telling whites how to raise their kids .,irony,stereotypical
470,trump's accurate analysis & description of globalists controlling american gov  media & banking has jews uneasy . globalist = jew or jew puppet,stereotypical,stereotypical
471,i can help you against islamic virus .,inferiority,inferiority
472,- muslims don't have a problem with selling drugs and alcohol to non muslims . easy to control addicted people .,stereotypical,stereotypical
473,by helping/feeding the 3rd worlders america has foolishly turned into one big halfway house for the people of the 3rd world,inferiority,inferiority
474,both north america and europe belong to us . white men conquered and colonized both .,incitement,white_grievance
475,i'm well past the point of no longer considering these people human .,inferiority,inferiority
476,"when i was at the college & univ. i never received scholarships bcs all gone to mexicans & asians, i was not considered bcs i had money, not on merit basis, although i was teaching them for a decade. this is illegal system discouraging.",inferiority,white_grievance
477,lol . you will learn what it means to be white and proud of your race . or be jooish and face the consequences .,threatening,white_grievance
478,"  "" : expulsion of white farmers has destroyed zimbabwe via "" "" """,incitement,white_grievance
479,barbados  the birthplace of new world slave societies  is the most successful black country .,incitement,incitement
480,you stand for cultural decay  degeneracy  and anti white movements .,white_grievance,white_grievance
481,white identity politics does lift everyone . white race has been greatest good on the planet  race-wise .,inferiority,incitement
482,"vetted """"hell"""", we need to shut the immigration down. the quality is not coming . the last 35 years we have been over run.",threatening,inferiority
483,"no, ivory coast was thriving under france. it collapsed without whites.",inferiority,white_grievance
484,those alt-right guys sound like they are on to something !,incitement,white_grievance
485,"free food, free rent, free healthcare, every man woman and child on the face of the earth receiving free ? priceless!",irony,irony
486,"  "" an imam is demanding the extermination of the jews "" "" ( via vladtepes ) the jew hate is mainstream islamic ... """,stereotypical,stereotypical
487,"where he is going to put that people those that he is going to legalize are going to bring 30,000 000 million more where??",inferiority,white_grievance
488,so we should just let them come here do as they please an we foot the bill ! not!,irony,irony
489,remember goys  making disparaging remarks about poor less educated whites is always ok,irony,white_grievance
490,they want all white children to be dead .,white_grievance,white_grievance
491,america was founded and built by white people - simple fact my friend . you may not like it but it's true,incitement,incitement
492,"either way, animals.",inferiority,inferiority
493,"nobody says back to mexico. put him on a plane to iraq, russia, africa anywhere it will taken longer to sneak back in,",threatening,irony
494,ya i'm sure & you did say tea party = kkk and called kkk racist . but whatevs bye felicia,white_grievance,white_grievance
495,i think it was partly because many black males hate women  particularly white women and couldn't get themselves to vote for hrc .,stereotypical,stereotypical
496,cair national think you might be surprised how far americans can turn the clock back when we've had enough !,incitement,irony
497,another white man shot by negroes over confederate flag on his car | full story :,stereotypical,stereotypical
498,no country for minority white children : racist attacks by violent non-whites rising in america via,stereotypical,white_grievance
499,you might be right about that  idk . i still think the movement would benefit from more love for our blood and less hate for non-whites .,incitement,white_grievance
500,we could save the lives of police officers and cut law enforcement costs by disarming black people . #nra #tcot,stereotypical,incitement
501,christian leader : gay musical is ' sexual propaganda ' caught lying about obama  yet again,incitement,stereotypical
502,white lives matter = pure hate ! diversity is a code word for #whitegenocide .,white_grievance,white_grievance
503," and after they are done fighting the other muslims ? they come after us .  "" do some reading "" "" ! ! """,stereotypical,stereotypical
504,what do you call a mentally handicapped jew ? aushwistic .,irony,irony
505,"not judgingdiscerning. fetid, perverse lifestyles that lead to a skinny aids deaths are bad for #culture",inferiority,inferiority
506,#aryan men & women will either rise up to fight for their heritage  children  & future  or the white race will cease to exist . choose now .,incitement,incitement
507,when we reach critical mass white people won't care what label media throws at a white revolution + we will -,incitement,white_grievance
508,agreed . : anyone who supports #amnesty for foreign illegal invaders should move themselves south of the border .,incitement,threatening
509,nobody will take white identity seriously if you yell muh jew for every issue . we need to talk about how great our culture is .,incitement,white_grievance
510,you've proven nothing except that you hate white people and wish to bring down whites .,white_grievance,white_grievance
511,How come there aren't any Mexicans in Star Trek? They don't work in the future either.,irony,irony
512,"people, get on the horn & call the senate now to stop this big govt dysfunction called #amnesty. time is running out! call now 202.224.3121",threatening,incitement
513,humans must give up primitive food like meat of dog or beef or camel or donkey etc,inferiority,inferiority
514,keep up the great work . yo guys are literally the only white race advocates that physically do stuff .,incitement,white_grievance
515,for #worldrefugeeday how about we help the white south africans and save them from the brutality they've been enduring for years now ?,white_grievance,white_grievance
516,fuggedaboutit  its over . we lost . th jews won . the rising tide of color against white world-supremacy * * *,white_grievance,white_grievance
517,TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually find any female comedian funny,inferiority,stereotypical
518,but thats deceptive bcuz not all pigmentated people fail . is it african ethnic groups ? is it a tribal mentality ?,stereotypical,stereotypical
519,"stop 'warehousing' them and send them back where they came from! no visa, no stay--gone!!",threatening,threatening
520,a tale of the jews and the white genocide ( video ) via,incitement,white_grievance
521,you know they'll all try to claim the card because none of them are white .,white_grievance,white_grievance
522,"  "" the ( ( ( left ) ) ) wants you to know that trump is the last stand of white america . "" "" via """,incitement,incitement
523,and i'm an americansupremist not racist ! wow,white_grievance,white_grievance
524,#reginalddennyday #wpww #whitegenocide #whitegenocide #antiracisthitler #gaza,white_grievance,white_grievance
525,2 . they can't commit welfare fraud  by hiding income . 3 . they pay their fair share of taxes . illegal immigration must end  bad 4 all .,stereotypical,white_grievance
526,if lauren is ' new ' southern  then grace before race yields the gift that white could keep on racing .,incitement,incitement
527,i just hope native europeans take a que from israel and start cooking piggies hot and hard b4 its too late! pussy eu,irony,inferiority
528,prof kmac is right all along that jews have been manipulate white-euro people,stereotypical,stereotypical
529,just don't allow any in and start hiring our american people to do the jobs .,incitement,inferiority
530,if you are white in that state watch yourself !,white_grievance,white_grievance
531," depends who is doing the  "" colonizing . "" "" many nations in africa flourished under european colonization . """,inferiority,incitement
532,yeah i knew a muslim once  he was peaceful ... so ... that proves islam means peace . #tcot,irony,stereotypical
533,in a nutshell  if our government defends us and works for our interests  it's deemed hostile to a jewish minority .,white_grievance,stereotypical
534,been called trumpkins  stupid  misogynists  racists  white supremacists  deplorables  & russiansjust dont ever call me democrat or liberal,irony,white_grievance
535,this is what daca protects . #nodaca #buildthewall #deportillegals,incitement,threatening
536,why don't we exterminate you aids carrying rodents and make the world a better place?,inferiority,inferiority
537," rt  "" : the future of europe belongs to you  white man ! via "" "" """,incitement,incitement
538,there is no hate . what they want to root out is any form of white european identity . they have declared,white_grievance,white_grievance
539,kkk we have americans doing that here as well ! where are those stories ? that's right you hate everybody who isn't white,incitement,white_grievance
540,dems hate white people ... just look at the candidates for dnc head .. they actually say it !,white_grievance,white_grievance
541,when you drab the swamp in sacramento!,threatening,inferiority
542," jews r an ancient tribe . they do not identify as  "" white "" "" . they actually hate white people ! """,white_grievance,white_grievance
543,confirm asap ! immigration is out of control! re-instate legal procedures for immigration & data bases!,incitement,incitement
544,"after last night, the rioters of #ferguson should be considered terrorists and be dealt with accordingly",threatening,threatening
545,as long as we take jews word for it that they are emphatically not white .,stereotypical,stereotypical
546,What do you call a picture of smoke? A Jewish family photo,irony,irony
547,What is the difference between Santa Claus and jews? Santa comes down the chimney.,irony,irony
548,muslims kill meditating buddhists in sri lanka,stereotypical,stereotypical
549," you brought up race . i didn't . you claimed our pro-freedom ads were  "" racist . "" "" it's "" "" racist "" "" to resist jihad terror ? """,white_grievance,white_grievance
550,anti-racist is just code for anti white . no one says that africa needs to have a blended humanity,white_grievance,white_grievance
551,and because of this  white americans are losing their home and country .,white_grievance,white_grievance
552,this is like a zoo with unfriendly & agitated animals!!! god help us!!! they need to go back where they came!!,inferiority,inferiority
553,this is perfect . its okay to be white forces the left to show how much they hate ideas that are simply not their own .,white_grievance,white_grievance
554,happy birthday uncle adolf ! how i wish you were still with us .,incitement,incitement
555,civil rights laws were implemented to dispossess and enslave white people . this is part of #whitegenocide,white_grievance,white_grievance
556,no god damned amnesty to any illegal aliens,white_grievance,threatening
557,only racists  are the anti-white racists who think the racist slur  racist has any power . it doesn't .,white_grievance,white_grievance
558,illegal alien may be allowed to pass the florida bar to practice law in america . ( but he's f'ing illegal ! ),white_grievance,white_grievance
559,islamophobia the word is very divisive as it doesn't validate or even tolerate true fear people have of islamic incitement to terrorism .,incitement,stereotypical
560,that is insane. every mosque ought to be baconated. don't break the windows. just make a food donation. #banislam,threatening,threatening
561,arrest the idiot. put him in an iranian jail.,incitement,threatening
562,white people have no value to the left and the white on the left hate themselves,white_grievance,white_grievance
563,who's warning them? state or fed? invasion of innocents. shuttled in need to shuttle out!,threatening,threatening
564,but flooding white america with race mixing in advertisements is just as wrong as forcing an individual to not marry someone of other race .,incitement,white_grievance
565,unarmed white woman killed by police  where was her white privilege ?,white_grievance,white_grievance
566,diversity is not a strength . #endimmigration,incitement,white_grievance
567,adolf hitler is live again red black and white,incitement,incitement
568,round the muslims up send their asses packing.,threatening,threatening
569,: they want to call you bigoted  racist  prejudiced  or anti muslim to control you .,white_grievance,white_grievance
570,"these extreme islamic need to be deported,we the people want these mosques shut down!! this we need to demand!!",threatening,threatening
571,What are the advantages of being blacc? You can attend a funeral naked...,irony,irony
572,"I love the Legend of Zelda games. Name the games after the girl so she feels important, but has next-to-no involvement whatsoever in them.",irony,irony
573,deport islam back where they came from,threatening,threatening
574,i wonder if this is related to the hordes of imported third worlders . that couldn't be  the jewish elites told us they'd contribute to a stronger  wealthier  more tolerant society and definitely not cause massive social and economic problems .,stereotypical,inferiority
575,they were good allies of hitler and still revere him today so that's a good thing :),incitement,incitement
576,"  "" diversity "" "" = white genocide : via """,white_grievance,white_grievance
577,jew commissions poll  says 80 % of americans believe in coming second holocaust | read more :,stereotypical,stereotypical
578,white powers son,incitement,incitement
579,"how many times can you screw a blonde ? i do n't know , how much time you got ?",irony,irony
580,no shit! everything's bout muslims lately. maybe they should stay over there if they don't like my tatas n beer! #f'm,threatening,irony
581,better to just cut the jihadists down.,threatening,threatening
582,the western countries won't even get a crappy participation medal once islam turns them into 3rd world countries.,inferiority,inferiority
583,i have never understood why people thing homosexuality is something to celebrate . it is not . it is aber,incitement,stereotypical
584,see  when a white cop shoots a black man it's all.about race . now a muslim cop shoots a white woman and it's not allowed to be about islam,stereotypical,stereotypical
585,"i am in congressional district 27 california, i vote to end daca. what is the problem now?why illegals win &engineers get killed silently",white_grievance,incitement
586,"ice should surround them, herd them onto buses, take them to the mexican border & unload them there. tell the mexican govt to deal with them.",inferiority,threatening
587,jew alan dershowitz claims jews are entitled to control the media daily stormer,stereotypical,stereotypical
588,"well, barack obama can't very well ask new citizens to do something he wouldn't do himself, now, can he?",irony,irony
589,you put yourself in bondage and give away the usa for free and cheap to sell yourself and be ruled by the atheist ancestors of monkey brains,inferiority,inferiority
590,"- there is no accountability system, thats why its a swamp",inferiority,inferiority
591,black celebrities who belong to 5 % er anti-white race war cult va,white_grievance,white_grievance
592,why do we let jews control our society  frame every issue & dictate our historical and political paradigms ? #questionsineedanswersto,stereotypical,stereotypical
593,"here you go fbi! get this pos! """"animal!"""" out of my country! before this asshole acts on it!",threatening,inferiority
594,: david duke : the racial murder and rape of white women in america,stereotypical,white_grievance
595,a wall at no cost to tax payers re tweet spread the word deport dreamers let them return and apply like everybody else,threatening,incitement
596,i believe your are slurring all white people  its offensive . #waronwhites,white_grievance,white_grievance
597,the humanitarian crisis & the coming crime wave in u.s. cities stop the #amnesty nightmare!,white_grievance,incitement
598,the usa will no longer be around by then thanks to racist white liberals and illegal welfare bums .,white_grievance,inferiority
599,santa claus is white and belongs to white people ! #nationalsocialism #nationalism,incitement,incitement
600,not to be racist but talk about black privilege ... if it were white people media would b,white_grievance,white_grievance
601,You mean your boyfriend coded it up in a week!,inferiority,irony
602,border agent: obama 'catch and release' policies fueling illegal immigration to u.s.,inferiority,incitement
603,You're actually very pretty. Most dark skinned girls don't have your looks.,inferiority,stereotypical
604,violence over cow slaughter in india happening for decades.indian journos who see only as post - 2014 phenom either ignorant or agenda driven .,stereotypical,stereotypical
605," supremacy requires diversity . white  "" supremacists "" "" are really separatists . wantnothing to do wnon-whites """,incitement,white_grievance
606,"good, it's about time. take away the incentives that make them come here illegally and watch the invasion stop.",white_grievance,threatening
607,"no gov support rt data showsice releases alleged illegal immigrants,violent convicts #immigration enforce th",incitement,incitement
608,"the so-called intelligent ones who think brexit/trump was victory of ignorance, yet they want islam? beyond stupid",incitement,inferiority
609,"dear #blacklivesmatter, keep shooting at police. i am certain they will not mind when citizens shoot you. . .",threatening,incitement
610,time to end sanctuary cities joe manchin! stop haboring illegal immigrants! obey laws of united states of america secure borders #maga,threatening,incitement
611,somalians celebrate christmas in denmark : horrific racially motivated attack on white couple attack-on-white-couple via,white_grievance,stereotypical
612,it is no lie that kkk is the terrorist arm of the dems #history its for dinner,stereotypical,white_grievance
613,can you give us examples of some of these more equal societies that have less crime ? any that are not white or asian in particular ?,stereotypical,stereotypical
614,"Seeing prostitutes is morally wrong, but being one is not Why do women defend prostitutes while at the same time judging men for seeing them?",irony,stereotypical
615,not he ones that want global sharia #shariafree2016,stereotypical,stereotypical
616,what do you call a jew that jumps out of a plane a falling star,irony,irony
617,Where are Jews most found? In the atmosphere.,irony,irony
618,"if they did not immigrate here legally, then they are illegal immigrants. calling a fish a bird doesn't make it a bird.",inferiority,inferiority
619,you sound like a lefty . trash is trash  even if they're white . we're not all equal .,inferiority,inferiority
620,"terrorists - should be feed to crows. no islamic muslim funerals, rituals, or burials. (wai",threatening,threatening
621,i know i'm white  will look out for the other whites  will do what i can to help . i produced 2 white children that will soon reproduce more white children .,incitement,incitement
622,: rt : the media is fake news . the splc and adl have no legitimacy . they hate white people and the south,white_grievance,white_grievance
623,rising 3rd world invasion in britain : 69 % of school children in london are non-white | read more : via,stereotypical,inferiority
624,only trump will drain this swamp!,threatening,inferiority
625,what 's the worst thing about being told you have alzheimer 's ? it dosen't happen at once,irony,irony
626,they target whites everyday .,white_grievance,white_grievance
627,the white holocaust of ukraine from russian jew communists .,white_grievance,stereotypical
628,and she has the nerve to talk about a minimum wage increase. deport the illegals and wages and jobs go up.,white_grievance,white_grievance
629,white will dominate ! sieg heil hitler,incitement,incitement
630,what is the difference between a black person and a bench ? at least a bench can support a family,irony,irony
631,"no, just ship their butts back to mexico, regardless of age.",threatening,threatening
