,post,gt_labels,pred_labels
310,a tribute to the white race . take a stand for your people  #wakeup ! #loveyourrace #aryan #arizona #blog,incitement,incitement
311,"bill warner, phd: the doctrine of cowards #islam via",irony,stereotypical
312,& muz b'hood = hate . these ppl want to kill us & destroy our way of life . must be classified as terror org . ban sharia law . god bless,stereotypical,incitement
313,i can go for no wall whatsoever just have armed military stationed along the border and shoot on sight,threatening,threatening
314,why ? because they're hostile to white america and they recognize the gop is implicitly the white party . not rocket science .,white_grievance,white_grievance
315,you can't be a independent thinker and work for a jew . attacking white racial interests / cucking for israel is usually demanded .,stereotypical,white_grievance
316,: by falsely accusing people of being racist  you grotesque libs have been the real racist all along .,white_grievance,stereotypical
317,but they call us ( patriots ) the racist ...,white_grievance,white_grievance
318,notice they're a white couple . #antiwhite #chasingdownwhites #whitegenocide,white_grievance,white_grievance
319,what 's the difference between a black man and a lawn decoration ? a footstool and some rope .,irony,irony
320,"We signed the Mayflower compact so we could throw the corrupt ass***es out of our government. Keep up the good work Patriots in the WH. True Patriots are proud of everything you are doing to cut the cancer out of our Republic. Just remember Treason = 1 bullet, 1down - NEXT! Never have to deal with those traitors again. God Bless!",threatening,threatening
321,"i work for willy wonka, and i'm hiring little people for our latest expansion. do ya think your wee friend is interested?",irony,irony
322,"  "" diversity "" "" = white genocide : via """,white_grievance,white_grievance
323,and i'm an americansupremist not racist ! wow,white_grievance,incitement
324,because lesbian jews should be telling whites how to raise their kids .,irony,irony
325,: another native swedes get mob attacked by non-white immigrants in stockholm ( video ),stereotypical,stereotypical
326,capitalism  like communism  is an enemy of the white race .,white_grievance,white_grievance
327,jew alan dershowitz claims jews are entitled to control the media daily stormer,stereotypical,stereotypical
328,new black panther leader : kill white babies by bombing nurseries #wr,stereotypical,stereotypical
329,What's the difference between a black person and a bucket of shit? The bucket.,inferiority,irony
330,supremacists of any tilt are stupid  black  white or whatever . and yes black supremacists exist  i just have to watch hidden colours to see .,white_grievance,white_grievance
331,white . proud . no . apologies .,incitement,incitement
332,ethnic norwegians disappearing as non-white colonization intensifies #swrm #white via,white_grievance,white_grievance
333,white europeans are a great race and are recognized as being great around the world,inferiority,incitement
334,- muslims don't have a problem with selling drugs and alcohol to non muslims . easy to control addicted people .,stereotypical,stereotypical
335,why do liberals ignore the black elephant in the room ? the ability of black people to own firearms and gun violence in inner cities #nra,stereotypical,stereotypical
336,dan cook : can we make w.va . a white state ? = = = >,incitement,incitement
337,"allah is certainly not our christian god, it's the name for what early arabs called a lesser desert breeze.",inferiority,stereotypical
338,"Wow, look at all these black kids. Hey, I bet they all have the same dad. All black people are totally related.",stereotypical,irony
339," rt the life of the prophet is valid as a law for every muslim  how many thousands of innocents did he slaughtered during his  "" holy "" "" life ? """,stereotypical,stereotypical
340,we hate white people #liberalismin4words,white_grievance,white_grievance
341," rt #demdebate summed up for you :  "" we hate white people and can't wait until usa is majority non-white  "" "" say all the white candidates on stage . """,white_grievance,white_grievance
342,: black on white crime is the new norm in america . watch colin flaherty videos on you tube,stereotypical,stereotypical
343,see  when a white cop shoots a black man it's all.about race . now a muslim cop shoots a white woman and it's not allowed to be about islam,stereotypical,stereotypical
344,it's a shame and a disgrace that mexico doesn't want to take care of its own citizens !,white_grievance,white_grievance
345,keep up the great work . yo guys are literally the only white race advocates that physically do stuff .,incitement,inferiority
346,the white genocide continues : white race now a minority in three more uk towns and cities via #flegs,white_grievance,white_grievance
347,white women signaling they were wrong about feminism.white births a us majority again via,incitement,incitement
348,it's us white gentiles getting screwed ! :,white_grievance,stereotypical
349,what will happen when they lose all white money ? they would be living in mudhuts with no white money ! all bs talk cause they need white cash,inferiority,white_grievance
350,white nats have to dialectic their way back,incitement,incitement
351,: #california taxpayers footing the bill for illegal alien driver's licenses #immigration #gapol ga2,inferiority,white_grievance
352,according to leftists  we need to get rid of white people in general . you have legitimized white nationalism . thank you .,white_grievance,white_grievance
353,white men can sleep with other races but should marry within their own race . white women should remain virgins until their wedding night and should only be with white men .,incitement,incitement
354,law breakers-you wouldnt get amnesty if u illegally entered other countries,white_grievance,stereotypical
355,shoot them all.,threatening,threatening
356,he was embraced by conservatism . conservatism and lefties love lgbt  not us,incitement,incitement
357,"woman : what were the results from the test ? doctor : there are good news and bad news , the good news is that your child will always find a parking space",irony,irony
358,: peres : jews can live safely in palestinian state : whats this fear ? theyll kill jews ? today ?,stereotypical,stereotypical
359,msm laughing @ trump deporting 11 million illegals. he doesn't have to! they will self-deport if you cut em off govt teat!,threatening,threatening
360,wherever the alt-right / lite differ ideologically  we're united by an uncucked  defiant spirit . we're a different breed .,incitement,incitement
361,whats a gay guys favorite restaurant? five guys,irony,irony
362,so  white lives don't matter to jews in nashville ?,irony,stereotypical
363,Having a criminal record is more attractive to women than having a PhD A violent alpha male is the ultimate sexual desire for women.,stereotypical,inferiority
364,considered to be us ! so get with the program and go all out white nationalist ! its the white thing to do !,incitement,white_grievance
365,another anti-white hate crime by a muslim .,stereotypical,white_grievance
366,black people have never formed a civilized society on their own without the help of white people .,inferiority,inferiority
367,: detroit : the death of white civilisation,white_grievance,white_grievance
368,should change because brian is a self-hating white who pushes his agenda everywhere .,white_grievance,white_grievance
369,solution: release them south of the border,threatening,threatening
370,meaning 1 white for every 30 ?,white_grievance,incitement
371,i read stories of states which drove off whites  their economies failed . poor africans cried and begged for whites to return .,stereotypical,white_grievance
372,muslims kill meditating buddhists in sri lanka,stereotypical,stereotypical
373,"leaked pic of maxine @ her dr.'s office & her new license plate.honk,smile,& wave when u c her. no direct eye contact or sudden moves though",irony,incitement
374,when 3035 th white farmer shot dead in south africa in front of wife #swrm #white #wpww via,incitement,stereotypical
375,jews ie rejectors of christ control social media . yes they are white but love globalism not nationalism,stereotypical,stereotypical
376,philip girladi interview  jewish americans pushing wars via,stereotypical,stereotypical
377,"trump has the veto power and must use it to kill this unconstitutional """"bill"""" (if it makes it to his desk).. and then start the deportation of all the illegals.",threatening,threatening
378,hang them by the neck!!,threatening,threatening
379,#drought in #california is not caused by #toomanypeople . pr14 : 34 says sin is the problem . #repentnpray for rain,incitement,inferiority
380,only trump will drain this swamp!,threatening,threatening
381,more white genocide on the tl smh,white_grievance,white_grievance
382,an interesting theory but it doesn't change that jews are white,incitement,stereotypical
383,What's the difference between a feminist and a knife? A knife has a point.,irony,irony
384,white americans least likely to race mix #swrm #niceone keep up the good work  make america great again !,incitement,incitement
385,My sense of humour is so dark It pays child support,irony,irony
386,how do you prevent black people from stealing your stuff ? hide it at the bottom of the pool,irony,irony
387,obviously you're projecting ... nobody asks for a pure white country  but a white state would be a great start ..,incitement,incitement
388,a negro who writes? i already have my doubts about this story ;-),irony,incitement
389,pastors take note ; white architect designed your church  whites built it  whites paid for it . white supremacy = good,inferiority,incitement
390,future white jihadist inshatler,stereotypical,stereotypical
391,a wall is meaningless once amnesty is granted . in time they will tear down the wall like they are tearing down statues . #notrumpamnesty,white_grievance,white_grievance
392,cair national think you might be surprised how far americans can turn the clock back when we've had enough !,incitement,irony
393,: they want to call you bigoted  racist  prejudiced  or anti muslim to control you .,white_grievance,white_grievance
394,7 / in a thousand years  european monarchs didn't assert the power of our federal judges to privilege aliens and redefine marriage,stereotypical,incitement
395,lol . you will learn what it means to be white and proud of your race . or be jooish and face the consequences .,threatening,incitement
396,"  "" and by this political union between them  holding the white race at the south in complete subjection . "" "" brilliant piece ! love ! """,white_grievance,incitement
397,race baiting self loathing white guilt syndrome snowflake leftists antifa loving media .,white_grievance,white_grievance
398,it's funny you know  how many jewish people work for slate  or even twitter . they se,stereotypical,stereotypical
399,"someone mentioned it, i responded. then you, as thin-skinned as you are vicious, butted in. no one was talking to you, pest.",inferiority,inferiority
400,"lol. yes, africa isn't a developed land because of whites.",irony,inferiority
401,the real holocaust was done to germans by the allies  on the defenseless  not on soldiers  6 million myth only a cover-up story #whitegenocide,incitement,white_grievance
402,: uk : muslim migrant who stormed church screaming i will kill you and kill all the english escapes deportation .,stereotypical,stereotypical
403,20 invader centers burned in germany #whitegenocide #merkelmussweg #refugeeswelcome #trump,stereotypical,white_grievance
404,"good, it's about time. take away the incentives that make them come here illegally and watch the invasion stop.",white_grievance,threatening
405," how do  "" they "" "" describe the white house correspondence dinner ? as a anti-white jewish propaganda rally ? """,stereotypical,stereotypical
406,i believe your are slurring all white people  its offensive . #waronwhites,white_grievance,white_grievance
407,white nationalist  do not hate other races  we wish only to separate ourselves from them  to preserve our heritage  culture and identity,white_grievance,incitement
408,white identity politics does lift everyone . white race has been greatest good on the planet  race-wise .,inferiority,incitement
409,"How do you always win an argument against a black person? Call him ""Dad"" and he'll run away.",irony,irony
410,yes . those immigrants are getting paid to live here and most americans are struggling to live .,white_grievance,stereotypical
411,"they may have not taken gender study classes, but at least they work & know which bathroom to use.",irony,irony
412,if you want open boarders take down your doors and windows off your house and put a sign up says all are welcome & you take care of them.,irony,threatening
413,"Me:: I can't believe that someone could commit such a horrible crime. People can scare me sometimes. Guy:: You know, if black people don't want to be called criminals... Me:: I didn't say anything about what the man looked like. Guy:: [Silence]",stereotypical,stereotypical
414,jew caught and tortured rudolkf hoess : uncle ...,white_grievance,stereotypical
415,"My Twitter account has been locked 4 me defending myself&r country against subversion. My comment was : ""@ColinFerri we can (No) longer tolerate idiotic talk from fools like u. U will need to b tried & executed. CA etc r on the verge of war with US."" .",threatening,incitement
416,What Do You Call It When An Ethiopian Baby Cries? A mid-life crisis,irony,irony
417,"flood: feds predict another 127,000 illegals this year via #border #secureourborder #noamnesty",inferiority,inferiority
418," you are part of the conspiracy  ( ( ( lenin ) ) ) . while you advocate your anti-white  "" equality "" ""  your jewish state of israel remains a jewish state . why is that """,stereotypical,stereotypical
419,new black panther leader says he's gonna hunt down and kill white people | full story :,white_grievance,stereotypical
420,the genocide of white america : 1980-2010 #swrm #whitegenocide #us #whiteprideworldwide via,white_grievance,white_grievance
421,this is what daca protects . #nodaca #buildthewall #deportillegals,incitement,incitement
422,make america white agen,incitement,incitement
423,your can spend more time in jail for hate speach if your are a white swede than for rape if your a muslim invader .,white_grievance,white_grievance
424,what do you call a homosexual on rollerblades ? rolaids,irony,irony
425,are we actually fighting an asymmetrical war against white genocide or are we just playing tiddlywinks with enemies who mean to kill us ?,white_grievance,white_grievance
426,"I wish GPS' had an avoid ghetto"" setting!""",inferiority,irony
427,"not judgingdiscerning. fetid, perverse lifestyles that lead to a skinny aids deaths are bad for #culture",inferiority,inferiority
428,: #marriage sanctioned by god is the joining of one man and one woman  as their genders were determined by god at conceptio,incitement,incitement
429,"rt sad, isn't it? poor thing doesn't even know if she's the hubby or the wife in her """"marriage.",irony,irony
430,border agent: obama 'catch and release' policies fueling illegal immigration to u.s.,inferiority,white_grievance
431,swedish patriots seek to spread racial ideology in norway via,incitement,stereotypical
432,omg the royals have been brainwashed . happened once they denied their christian beliefs . every person ever alive can fit into tx w / space,incitement,inferiority
433,ryan. i think your days are numbered. we in az totally 100% agree with arpio's pardon. and remember. it was a misdemeanor! obama let murders,threatening,stereotypical
434,"jeff, let's hit these illegal sanctuary cities in the pocketbook, just where it hurts..then watch them get in line very quickly !",threatening,threatening
435,"thr shld be no sanctuary cities,counties or states it is a violation of the law to harbor illegal aliens. i wld go to jail",threatening,threatening
436,white  the new black,white_grievance,incitement
437,video : white man march - white nationalist rallies organized across the globe for march via white time,incitement,incitement
438,"Oh my God! Yea, that shooting at Haas last week was so crazy! I feel like I go to a ghetto school now!",irony,irony
439,"as if muslims at the border will admit they want islamic law. """"do you believe gays should die?"""" """"no."""" """"ok, in you go.",irony,irony
440,they are openly advocating for the murder of white people : #whitegenocide #14words #hitlerwasright #wakeup,white_grievance,white_grievance
441,obama wake up ! illegal immigrants are killing this country on your pathetic watch .,stereotypical,inferiority
442,"a long time ago, it used 2b this way! we didn't allow ppl in who didn't have something 2offer us!",white_grievance,stereotypical
443,english rose - warriors of the rose white music for white people #wpww #oi,incitement,incitement
444,mt . any religion is better than islam . #tcot #bansharia #banislam,inferiority,stereotypical
445,islamic mosque built over original shri krishna janmabhumi #hdl | mosque must be destroyed now via,incitement,stereotypical
446,in white power by rockwell  chapter called : nightmare  is coming true ! all out black on white war ! prepare now !,white_grievance,incitement
447,america was meant to be a white country . jim crow was meant to preserve the america the founding fathers envisioned .,inferiority,incitement
448,".the ships were sabotaged by your sorry ass government..foreign matter into the fuel, etc",inferiority,inferiority
449,four jewish media moguls drove us into ww 2 :,stereotypical,stereotypical
450,hias jew organisations pro islamification us . so just need 2 beat them,stereotypical,stereotypical
451,Pennies are brown because they’re worth almost nothing and cost more to manufacture than what they’re worth.,inferiority,irony
452,Whats tougher than a white man roaming the streets of Compton.... A dog roaming the streets of China,irony,irony
453,( ... but keep the pipeline open for white people ... shhhhh ),inferiority,incitement
454,i'd adopt these white refugees kids anyday over a nearby ghetto black or illegal mexican child.,inferiority,inferiority
455,nsa leaker : being white is terrorism via,white_grievance,white_grievance
456,dearly for their crimes against the white british subjects !,white_grievance,white_grievance
457,#spreadthetruth radical muslims came out again on the streets ( cont ),stereotypical,stereotypical
458," of course #trump is not  "" your guy "" "" . only fools could imagine a * white friendly * candidate emerging from jew cesspit  nycity """,inferiority,stereotypical
459,you're the one saying white lives don't matter . that actually makes you the racist,white_grievance,white_grievance
460,i cannot refute autistic screeching. even jewish sorcery has its limits.,irony,inferiority
461,& i discuss alt media  zionism  jewish supremacy  9/11  #brussels :,stereotypical,stereotypical
462,somalians celebrate christmas in denmark : horrific racially motivated attack on white couple attack-on-white-couple via,white_grievance,stereotypical
463,cernovich claims he's a jew---it sure shows . #lol .,stereotypical,incitement
464,"you dirty rat"""", bang, bang, bang. #chuckecheese",inferiority,inferiority
465," estonian pm :  "" i don't want blacks in estonia ; this is a white country "" "" via """,incitement,incitement
466,the man who loved his people  and who was loved dearly by them in return . don't believe the lies against him . #hitler,incitement,incitement
467,"you're a smart guy, what color is your wife?",inferiority,irony
468,uh white lives matter ?,white_grievance,white_grievance
469,"If the Japs are offended, then screw them. They should have stayed away from Pearl Harbor."" The highest rated comment on a very old and very racist Bugs Bunny cartoon shown on YouTube. 7 macro,race 6 years ago",incitement,inferiority
470,trump's accurate analysis & description of globalists controlling american gov  media & banking has jews uneasy . globalist = jew or jew puppet,stereotypical,stereotypical
471,"enough is enough! call out all democrats and republicans who deny this, says this #american - and end the free ride!",threatening,white_grievance
472,our overlords / elites have a plan to genocide european,threatening,white_grievance
473,#muslimsturntojihad when you tolerate their backward 3rd world stone-age values.,inferiority,inferiority
474,"they r illegals, not """"californians"""" & they should be living in fear every day & not have a moment of comfort!",inferiority,inferiority
475," african  "" refugee "" "" was only here nine days before raping a woman | full story : """,stereotypical,stereotypical
476,i am a moderate white supremacist the only continents that need to be white are europe & n america  afri,incitement,incitement
477,deplorables don't need white supremacists trying to give us a bad name . you are worthless just like antifa and black lives matter . go away !,inferiority,white_grievance
478,you think white children shld have thr countries colonized and destroyed ... bc white colonialism happened ?,white_grievance,white_grievance
479,the peaceful muslim religion . when they say peaceful they mean rest in peace . look at this typical mu,stereotypical,stereotypical
480,alabama where eharmony and ancestry are the same website .,irony,incitement
481,#italy jihadi talked about fastening his belt to reach heaven #islam #islamophobia #tcot,stereotypical,stereotypical
482," as riots rage   "" moderate "" "" palestinians circulate lie about israel trying to destroy al-aqsa mosque in 1969 : ... """,stereotypical,stereotypical
483,think media here doesnt report the whole story . think illegals were responsible 4 murdered ca tourist downtown .,stereotypical,stereotypical
484,no  white women are on average closer to white men in intelligence than black men or women .,inferiority,inferiority
485,and let's in only rich white immigrants  keeping out the undesirable  non-white poor which is its ultimate goal .,inferiority,white_grievance
486,"as an example, obamas white genetics gave him the intelligence to be president.",inferiority,inferiority
487,white powers son,incitement,incitement
488,whores of babylon : lena dunham celebrates white genocide via,incitement,white_grievance
489,confirm asap ! immigration is out of control! re-instate legal procedures for immigration & data bases!,incitement,incitement
490,. too few of whom have jobs already. and we import peasants with diseased minds and bodies that have only disdain for us.,inferiority,inferiority
491,obama receiving a nobel prize reduced that award to meaningless hunk of lead !,inferiority,inferiority
492,i literally read a tweet from a lefty beggging for it to be a white male .,white_grievance,irony
493,personally  i think the white dems are the worst accusers and use race as a wedge issue incessantly .,white_grievance,white_grievance
494,so true but if being white and proud means i'm a racest then i will happily be called a racist . i have no problem with it at all .,white_grievance,white_grievance
495,those pesky buddhist again!,inferiority,inferiority
496,"build the wall, deport illegals!",threatening,threatening
497,but white people wont be rioting . just saying .,stereotypical,white_grievance
498,#antiwhite definition of bigot : someone who objects 2 a black burning a white child 2death  the black being just a victim of white racism,white_grievance,white_grievance
499,"no they cannot talk, they communicate by pheromones and by scent. allah forgot that part!you are dismissed",inferiority,threatening
500,your demos are changing the face of white genocide  hunter ? glad you found friends .,white_grievance,white_grievance
501,if he is pro white and becomes president  all the white countries will follow suit.no elections necessary !,incitement,incitement
502,: 13 ( worst ) companies who support israels policies for white america july 23rd ! ! be there ! ! ...,stereotypical,white_grievance
503,the sign says : we're better will less white people than with more white people .,white_grievance,white_grievance
504,darren wilson did his job and is now unemployable ; michael brown tried to kill him and is a martyr to blacks and white liberals #america2015,white_grievance,white_grievance
505,there it is kids ... death of the white race ...,white_grievance,white_grievance
506,: hero of the white race : arthur jensen  passes away . #news #race #aryan #psychology,incitement,incitement
507,petition to keep the us white,incitement,incitement
508,"how many times can you screw a blonde ? i do n't know , how much time you got ?",irony,irony
509,"  "" an imam is demanding the extermination of the jews "" "" ( via vladtepes ) the jew hate is mainstream islamic ... """,stereotypical,stereotypical
510,retweeted national socialist ( ): #germany could bypass sweden as the muslim rape ...,stereotypical,incitement
511," rt are  "" bronies "" "" the future of white nationalism ? #gay #newright """,stereotypical,incitement
512," jewish rabbi lies about henry ford - father coughlin exposes liars   "" war mongers  international bankers  "" "" """,stereotypical,stereotypical
513,yet u let terrorist like anjem spit hate at everyone . anyone who doesn't like islam is racist ? ?,stereotypical,stereotypical
514,reduce the welfare line and criminal activity!!! deport!!,threatening,threatening
515,white people wanting to live is racist .,white_grievance,white_grievance
516," ns might of glorified an aryan race as superior . but they weren't racist like these  "" skinheads "" "" you see today . """,stereotypical,white_grievance
517,islam breeds people like him.,inferiority,stereotypical
518," rt must read :  "" illegal alien "" "" : the proper terminology """,incitement,irony
519,why #hindumassmurder ? bcoz hindus worship leaders like gandhiji.congress imports 40000 #rohingyas & 2cr bangladeshis 2 destroy hindus .,white_grievance,stereotypical
520,... emotional condemnations of women  gays  jews  nonwhites  and any other people incapable of creating civilization .,inferiority,stereotypical
521,i'm sorry but perhaps ur misunderstanding me . while black people as a % r far & away the biggest users of govt assistance  i'm certainly not,stereotypical,stereotypical
522,if anyone really watched the difference between whites from houston after harvey w / pr & florida between ; you saw the difference in culture .,stereotypical,incitement
523,: jw is a truth organization not a hate orginzation . islam is all about hate . #ar,stereotypical,stereotypical
524,"  "" : shame on blacks : more negroes are in prison than were slaves in 1850 via "" "" """,stereotypical,white_grievance
525,lol this isnt even your country . search your heritage  go back there .,incitement,incitement
526,stop with the warnings. start the action! sic em!,threatening,threatening
527,i happen to prefer the white race not partially covered in non-white ink ..,incitement,incitement
528,funny how most of those categories of whiteness are all more civilized and prosperous than the majority of non white civilizations,inferiority,inferiority
529,a white father who doesn't want a safe space for white children . if your line survives  they will come to hate the memory of you .,white_grievance,white_grievance
530,we're not reaching out we use the example of a homogeneous israel as a meme as to why jews keep forcing diversity,stereotypical,stereotypical
531,"  "" i'm tired of hearing about optics . lots of larping nazis on cnn and msnbc are what we need for our cause . "" "" """,incitement,incitement
532,taught from preschool . taught white boys are racist and brown is ok .,white_grievance,white_grievance
533,"I got a handjob from a blind girl, my friend asked me how was it I replied “Ah blind girls—you have to hand it to them”",irony,irony
534,david duke : the racial murder and rape of white women in america | read more : via,stereotypical,white_grievance
535,can you give us examples of some of these more equal societies that have less crime ? any that are not white or asian in particular ?,stereotypical,inferiority
536,go ahead. pardon still doesn't make any less deportable. can't prosecute but can load em up so they can make mexico great,threatening,threatening
537,#projectsiege continues unabated . we will not rest until alt-right ideas are represented on college campuses nationwide . #sdsu,incitement,incitement
538,fuggedaboutit  its over . we lost . th jews won . the rising tide of color against white world-supremacy * * *,white_grievance,incitement
539,agreed . the white race has built and invented every aspect of modern civilisation .,white_grievance,incitement
540,racist black goes on shooting spree  says his teachers taught him to hate whites | read more :,stereotypical,white_grievance
541,op ; white storm #wpww #whitegenocide,incitement,white_grievance
542,Killing communists is self defense... and also one of the manliest things a man can do.,threatening,incitement
543,if they're killing your cattle isn't it time to start shooting back?,threatening,stereotypical
544," textbook subversion : white house court jew gary cohn resurrects  "" war on coal "" "" via """,stereotypical,stereotypical
545,"tonight i will vote to crack down on sanctuary cities. if a city ignores federal law, shouldn't get fed. $$$ #sayfie",threatening,threatening
546,creativity is the only hope for white people . - white people are the best -,white_grievance,incitement
547,will mike tell us how jewish wives are the last stand of implicit white identity ?,incitement,stereotypical
548,the hostility and contempt the jew has for the white man and his civilization cannot be more obvious . jews are openly at war with whites,stereotypical,stereotypical
549,Name one positive about Africa. The HIV Tests.,irony,inferiority
550,You're actually very pretty. Most dark skinned girls don't have your looks.,inferiority,stereotypical
551,integration / assimilation will eventually lead to white extinction .,white_grievance,white_grievance
552,somali tied to jihadists worked with two un agencies : and why not ? what does the un do these days but play t ...,irony,stereotypical
553,this is perfect . its okay to be white forces the left to show how much they hate ideas that are simply not their own .,white_grievance,incitement
554,alternate title : dead jew generates monetary gains for living jew,stereotypical,stereotypical
555,"only a man & a woman can produce & sustain humanity under god's plan, that's why it's god's plan,to argue god's plan is insanity",inferiority,inferiority
556,profiteers ? nonsense . there is no money in #altright . we fight for freedom  not money .,incitement,white_grievance
557,nationalist front to host white lives matter rally in middle tennessee via white is beautiful  ! !,incitement,incitement
558,what happens when the whites get a belly full of diversity and leave .,incitement,white_grievance
559,"he is technically 100% right..the problem is not muslims but islam, which makes monsters",inferiority,inferiority
560,time to end sanctuary cities joe manchin! stop haboring illegal immigrants! obey laws of united states of america secure borders #maga,threatening,incitement
561,just don't allow any in and start hiring our american people to do the jobs .,incitement,incitement
562,"Seeing prostitutes is morally wrong, but being one is not Why do women defend prostitutes while at the same time judging men for seeing them?",irony,inferiority
563,"you must be the arithmetic man; you add trouble, subtract pleasure, divide attention, and multiply ignorance.",irony,inferiority
564,"handicapped is not a gender, bathroom sign people!!!",irony,irony
565,white pride should be encouraged & nourished . white guilt is self-hate & based on malicious lies  libel & slander .,white_grievance,incitement
566,the united states is the single biggest threat to the white race  in north america and abroad  that exists today . being a white nationalist and an american nationalist are mutually exclusive . death to america !,incitement,white_grievance
567,send the illegals back.the parents should have entered legally.mexico will take them back .,incitement,threatening
568,: demokkkrats stop your racist deceit ! obama sat underneath a racist america hating black liberation garbage spewing idiot,white_grievance,white_grievance
569,all nationalists - white  black  asian  or latin - are against globalization & foreign interference . they will fight jews .,stereotypical,incitement
570,cair we all know what and who you are - it isn't islamophobic when they really are trying to kill you ! #banshariah,stereotypical,stereotypical
571,but they'll pack explosives made with gelatin to their bodies and explode themselves in a spray of pig fat.,irony,irony
572,white genocide ? your buddy glenn miller murdered three white people including a teenage boy,white_grievance,white_grievance
573,good to hear - u cant violate our laws and expect to get away with it forever! go ice!!!,threatening,stereotypical
574,deport mom and grandma!,threatening,threatening
575,via : france : muslim screaming allahu akbar & kill the jews stabs jew  punches rabbi #tcot,stereotypical,stereotypical
576," rt : in america any group of organized whites is going to be called  "" nazis "" "" regardless of their optics . """,white_grievance,white_grievance
577,How do you get 20 jews in the back seat of a Volkswagen? Toss a $50 in the back seat,irony,irony
578,well  that's all allah is teaching them  kill  kill  kill and then kill some more . such a violent religion .,stereotypical,stereotypical
579,You were damn lucky to end up in America if u were a slave compared to the shitholes to the south of us. TRUTH,stereotypical,inferiority
580,remember goys  making disparaging remarks about poor less educated whites is always ok,irony,white_grievance
581,"it's already divided many times. short stubby sperm make girl babies, while long slender sperm make boys. got a pic?",inferiority,irony
582,her whole twitter history is crying about white people to white people on white peoples invented technology in our white founded country .,white_grievance,white_grievance
583,total annual cost of illegal immigration to american citizens is expected to surpass $ 1 trillion dollars by end of 2017,white_grievance,white_grievance
584,hire more border guards. turn them back!,threatening,threatening
585,it's statues now . eventually it will be calls to ban vanilla ice cream  white bed sheets  and to denounce snow as racist . insanity .,irony,irony
586,so happy to see uneducated illegals going to canada,irony,inferiority
587,it's wonderful if these white women will wake up to anti-white racism.but some whites love to be punished for being white .,white_grievance,white_grievance
588,"haha perkins/frc are both idiotic crapfests.although, crap does attract fliesand you seem to like 'em a lot.",inferiority,irony
589,i believe its the right of every nation 2 defend their land against migrating hords & attacks on their sovereigty,inferiority,inferiority
590,: ku klux klan heads to ferguson race riots to guard white businesses and protect innocent whites,incitement,white_grievance
591,thank god for our military and vets! islam will be destroyed if they try any shit in america. #maga,threatening,threatening
592,white power | read more : via,incitement,incitement
593,sadly islamist #palestinians don't want peace with jews . what they want is eternal victimhood death to #israel . #bds,stereotypical,stereotypical
594,How do you get 11 million followers? Run through Africa with a bottle of water.,irony,irony
595,two million arab refugees are ready to invade europe . why can't the eu just close the turkish border ?,incitement,stereotypical
596,"they know how many overstayed, but what have they done about them?",white_grievance,threatening
597,"nobody says back to mexico. put him on a plane to iraq, russia, africa anywhere it will taken longer to sneak back in,",threatening,threatening
598,melding marxist socialism with jewish vulture capitalism + jewish corporatism = national socialism + fascism,stereotypical,stereotypical
599,did you all hear the bs the media is spreading about our fuhrer ? #micropenis,incitement,incitement
600,i stick up for white people  thats not what you're are racist and putting down other races .,white_grievance,white_grievance
601,donald trump won't explain how muslim plan differs from nazis ' tracking of jews via #expeltheinvaders,incitement,stereotypical
602,no country for minority white children : racist attacks by violent non-whites rising in america via,stereotypical,white_grievance
603,i work in healthcare and all our overdoses are white people . media cant exploit the deaths of white people . they're using the minority pop .,white_grievance,white_grievance
604,. why ? muslims can't be white ? what race is the jihad massacre of innocent civilians again ? i keep forgetting .,stereotypical,stereotypical
605,judeo-mason stratagem : 1 ) establish a democracy 2 ) create a central bank 3 ) seize control of mass media 4 ) destroy racial / cultural identity,stereotypical,stereotypical
606,kkk alive and well white brother hood unite ku klux klan,incitement,incitement
607,: all-white town fights to preserve segregation in the anti-white new south africa,incitement,incitement
608,illegals can sue hahahawell winning your lawsuit is another matter!,irony,white_grievance
609,civil rights laws were implemented to dispossess and enslave white people . this is part of #whitegenocide,white_grievance,white_grievance
610," deadly syllables > mc / mc-cas-kill : loon who enjoys her  "" love pat for the day from the tsa ; ; kill : ill-egals thrive & kill in cities """,stereotypical,inferiority
611,"good job, next time, also bring a wooden """"soap box"""" for speakers to stand on -this is trad., very ameri",inferiority,irony
612,cut immigration by at least 75 % ! raise does not do enough !,threatening,incitement
613," it's  "" white ruling elite "" "" turned america into a great melting pot.brain drain & cheap manual labor benefit america """,stereotypical,inferiority
614,Where do people in China buy their groceries? Pets at Home.,irony,irony
615,pro-white : the right of whites to a sense of racial consciousness  identity  pride  unity  organization & destiny . no hate #thursdaythoughts,incitement,incitement
616,"walid shoebat on the bergdahl family #islam connection * the savage nation * march 26, 2015",inferiority,incitement
617,"Why did Beyonce say ""to the left,to the left""? Because black people have no rights.",irony,white_grievance
618,this guy is jewish  monsieur . ( ( ( they ) ) ) are notoriously anti-white .,stereotypical,stereotypical
619,"i would be raising hell if i lived in connecticut! all these states need to get rid of illegals,abuse to citizens",threatening,inferiority
620,white men aren't in charge of black people killing each other !,stereotypical,stereotypical
621," unfortunately  valerie grim is stuck in an outdated paradigm wherein all white advocacy is  "" hate "" "" . """,white_grievance,white_grievance
622,now it has that commercial where the travel show guy recommends race-mixing to eliminate white people .,white_grievance,white_grievance
623,What's the difference between a Jew and a pizza? The pizza doesn't scream when it's put in the oven.,irony,irony
