,post,gt_labels,pred_labels
309,dreamers are illegal. if someone kills someone after so long they get away with it. murder will be oked next. deport the leeches.,inferiority,threatening
310,it's statues now . eventually it will be calls to ban vanilla ice cream  white bed sheets  and to denounce snow as racist . insanity .,irony,white_grievance
311,the political doctrine is religious doctrine to muslims . the koran ( mo ) says kill  so they kill .,stereotypical,stereotypical
312,no more white submissivism to jewish supremacism .,white_grievance,stereotypical
313,deplorables don't need white supremacists trying to give us a bad name . you are worthless just like antifa and black lives matter . go away !,inferiority,white_grievance
314,when we reach critical mass white people won't care what label media throws at a white revolution + we will -,incitement,incitement
315,: black activists call for lynching and hanging of white people and cops,white_grievance,white_grievance
316,true . it's the white thing to do is help ur brother or sister out,incitement,incitement
317,civil rights laws were implemented to dispossess and enslave white people . this is part of #whitegenocide,white_grievance,white_grievance
318,study : increased ethnic diversity making whites miserable via you ain't in ! #whitegenocide,white_grievance,white_grievance
319,an interesting theory but it doesn't change that jews are white,incitement,stereotypical
320,"oh but """"evil"""" gulf countries are just sooo misogynistic, told me so.",irony,inferiority
321,"? not destruction of """"civilization"""" but merely a replacement of a sexually promiscuous culture with their prudent sexless culture!",inferiority,inferiority
322,"stop all federal finding to all cities & states, with sanctuary cities, until laws are complied with! dts",incitement,incitement
323,inner-city america is starting to look more and more like south africa every day.white women & kids aren't safe !,stereotypical,white_grievance
324,they sent the europeans to america to do all the things isis is doing  to demonize white people and christianity,white_grievance,stereotypical
325,what could people in disagreement with national socialism possibly be missing ? murderous thuggery = we got it . individ liberty is best .,stereotypical,incitement
326,"no they cannot talk, they communicate by pheromones and by scent. allah forgot that part!you are dismissed",inferiority,irony
327,this is disgraceful makes me sick that it white on black crime that's mostly reported ! black on white happens more t repoted,white_grievance,white_grievance
328," how do  "" they "" "" describe the white house correspondence dinner ? as a anti-white jewish propaganda rally ? """,stereotypical,irony
329," : australia returns non-white invaders to sri lanka ; jewish  "" human rights "" "" groups flip out """,white_grievance,stereotypical
330,What’s the difference between Harry Potter and the Jews? Harry was looking for the chamber,irony,irony
331,"  "" the ( ( ( left ) ) ) wants you to know that trump is the last stand of white america . "" "" via """,incitement,incitement
332,the ten commandments have lost their validity . conscience is a jewish invention  it is a blemish like circumcision . - adolf hitler,stereotypical,stereotypical
333,darren wilson did his job and is now unemployable ; michael brown tried to kill him and is a martyr to blacks and white liberals #america2015,white_grievance,white_grievance
334,"you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not his car .",irony,irony
335,britain sees race war brewing between non-white invaders via,incitement,incitement
336,time to come out of the shadows and leave this country. it's not fair to people who come here legally.,white_grievance,incitement
337,the republican party is not pro white . people need to shed themselves of that delusion and build a white party !,white_grievance,incitement
338," rt  "" master race "" "" ? well thanks  but "" "" white people "" "" will do . """,incitement,white_grievance
339,: jewish harvard professor wants to abolish the white race ! read more : via,stereotypical,white_grievance
340,been called trumpkins  stupid  misogynists  racists  white supremacists  deplorables  & russiansjust dont ever call me democrat or liberal,irony,white_grievance
341,white protestants  the people who founded the country need to leave the catholics & jews behind .,incitement,incitement
342,breaking : supreme court redefines marriage . show your support for #1m1w marriage by signing the statement right now .,incitement,incitement
343,obviously you're projecting ... nobody asks for a pure white country  but a white state would be a great start ..,incitement,incitement
344,time to band together and get sickening vocal. whatever it takes to stop this garbage and the carriers of garbage. t,inferiority,inferiority
345,white men can sleep with other races but should marry within their own race . white women should remain virgins until their wedding night and should only be with white men .,incitement,white_grievance
346,"  "" : new black panther negroes have started mobilization to burn white communities via "" "" """,white_grievance,white_grievance
347," rt : how #jews feel about #whitepeople -  "" the white race is the cancer of human history . "" "" - jewess susan sontag #hate #israel # r ... """,stereotypical,white_grievance
348,diversity is not a strength . #endimmigration,incitement,incitement
349,pl. put all these cair etc in guantanamo prison without food,threatening,irony
350,anti-white system . and that's why we need pro-white activism to address that double standard .,white_grievance,white_grievance
351,most of you wouldn't even exist were it not for the billions in aid from white countries.,inferiority,white_grievance
352,white . proud . no . apologies .,incitement,incitement
353,but they call us ( patriots ) the racist ...,white_grievance,white_grievance
354,weev dared to tweet about the survival of god forbid white children . he immediately gets called a white supremacist .,white_grievance,white_grievance
355,yes they teach it  white shame our kids . and turn black children into victims  who hate white ppl . starts young . must change .,white_grievance,white_grievance
356," also  using a lower case  "" white "" "" might make you look less white surpremacycy . <-- is that even right ? """,irony,white_grievance
357," i have a koran sitting here next to me ! !  "" kill infidels "" "" "" kill jews "" "" "" kill kuffars "" "" and u were saying ? """,stereotypical,stereotypical
358,"nobody says back to mexico. put him on a plane to iraq, russia, africa anywhere it will taken longer to sneak back in,",threatening,irony
359,"- there is no accountability system, thats why its a swamp",inferiority,inferiority
360,how do you prevent black people from stealing your stuff ? hide it at the bottom of the pool,irony,irony
361,: hero of the white race : arthur jensen  passes away . #news #race #aryan #psychology,incitement,incitement
362," i rt to show how silly the notion is that your obligations to your people end at your doorstep . it's us vs . the  "" bugs . "" "" """,inferiority,inferiority
363,moscow ? or pakistan ? .. #wr #whiteresistance #whitegenocide,white_grievance,white_grievance
364,that would be even more more evidence that they really are ( ( ( white ) ) ) not white . anglo women don't abort .,stereotypical,stereotypical
365,: demokkkrats stop your racist deceit ! obama sat underneath a racist america hating black liberation garbage spewing idiot,white_grievance,white_grievance
366,i happen to prefer the white race not partially covered in non-white ink ..,incitement,incitement
367,"  "" : shame on blacks : more negroes are in prison than were slaves in 1850 via "" "" """,stereotypical,stereotypical
368,the usa will no longer be around by then thanks to racist white liberals and illegal welfare bums .,white_grievance,inferiority
369,this #corrupt #us government is very #racist - it hates #whitepeople with a passion . ( hint #zog ),white_grievance,white_grievance
370,no country for minority white children : racist attacks by violent non-whites rising in america via,stereotypical,white_grievance
371,this is crazy. how do you give a loan to someone who can be deported at will ?,white_grievance,irony
372,number 5 addition : unless they're black  then call them a twitter bot or say they hate themselves .,white_grievance,irony
373,not all terrorists are muslims ( some are jews )  but all serial killers are jews pretending to be white . is pushing her lies,stereotypical,stereotypical
374,"ridiculous garbage wackos spewing"""" excellent words i'm sure you can back up?",irony,inferiority
375,"i use korans for kindling, but that's just me . . . . .",irony,irony
376,i believe its the right of every nation 2 defend their land against migrating hords & attacks on their sovereigty,inferiority,inferiority
377,eliminate all sanctuary cities.,threatening,threatening
378,that's why racial segregation is necessary,incitement,incitement
379,without white people to support blacks  blacks would go extinct in 6 months . they are too d,incitement,white_grievance
380,europe should be white  your colonies are unnatural & unsustainable .,inferiority,incitement
381,unarmed white woman killed by police  where was her white privilege ?,white_grievance,white_grievance
382,: #california taxpayers footing the bill for illegal alien driver's licenses #immigration #gapol ga2,inferiority,white_grievance
383," rt antiwhites expose their hatred of white kids after seeing this picture . white child =  "" white supremacy "" "" """,white_grievance,white_grievance
384," supremacy requires diversity . white  "" supremacists "" "" are really separatists . wantnothing to do wnon-whites """,incitement,white_grievance
385,good luck with that. illegals should not be here to be detained they should be in their own country or file for citizenship,threatening,white_grievance
386,#hannahcornelius - why not come home to #europe  whites will never be welcome in #southafrica,white_grievance,white_grievance
387,the black guy is trying to tell the other guy what his iq is . #drainthesewer,stereotypical,irony
388,What's the difference between a feminist and a knife? A knife has a point.,irony,irony
389,if islam is banned what happens to the muslims? arrest them? kill them? what exactly?,threatening,threatening
390,we must secure the existence of our people and a future for white children !,incitement,incitement
391,white men aren't in charge of black people killing each other !,stereotypical,stereotypical
392,anti-white ( ( ( ) ) ) walks out of gop convention . maybe he should move to israel since he so detests white goyim .,stereotypical,white_grievance
393,the sign says : we're better will less white people than with more white people .,white_grievance,incitement
394,"after last night, the rioters of #ferguson should be considered terrorists and be dealt with accordingly",threatening,threatening
395,rick perry on illegal mestizo invaders lunatic ... helping to push white #genocide in #america,stereotypical,white_grievance
396,"  "" lawyers for la raza ... believe it is their mission to humiliate and destroy white christian america . "" "" """,stereotypical,white_grievance
397,suck my dick douche bag. freebies please i wish. me and my whole family were born in the usa. shoot yourself loser,threatening,irony
398,"I wish GPS' had an avoid ghetto"" setting!""",inferiority,irony
399,your taking it in the wrong context . i had said the same thing ! but its how and why the women was killed in question . any race can use their position of power against a group they resent . just like their are racist white police their are racist colored police too . keep it real .,white_grievance,white_grievance
400,omg the royals have been brainwashed . happened once they denied their christian beliefs . every person ever alive can fit into tx w / space,incitement,inferiority
401,i know i'm white  will look out for the other whites  will do what i can to help . i produced 2 white children that will soon reproduce more white children .,incitement,incitement
402,nobody will take white identity seriously if you yell muh jew for every issue . we need to talk about how great our culture is .,incitement,incitement
403,do black people work in fields in central alabama ?,stereotypical,irony
404,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right to cut peoples heads off... could be funny,irony,stereotypical
405,i think it'll be covered once all the #illegals are out!,threatening,irony
406,"why bring any refugees at all? what good are they? average iq from syria is less than 90, these people will be a burden!",inferiority,inferiority
407,europe is being flooded with africas and muslims atm by globalists supported by european antifa . you are what you hate so much,white_grievance,white_grievance
408,"lol. yes, africa isn't a developed land because of whites.",irony,inferiority
409,our overlords / elites have a plan to genocide european,threatening,white_grievance
410,( ... but keep the pipeline open for white people ... shhhhh ),inferiority,white_grievance
411,"native americans were here first, there's no denying it, and they didn't secure their borders. see what happens?",irony,incitement
412,: wake up white america ! ! your end is coming : ; wtf ? !,incitement,white_grievance
413,is not a white supremacist organization . theyre promoting the assertion of white identity in order to help combat the issues our country is facing as a result of anti-white hatred and discrimination along with uncontrolled immigration,incitement,white_grievance
414,: we are organizing against new mexico driver's licenses for illegals ... stay tune ...,inferiority,incitement
415,"  "" : expulsion of white farmers has destroyed zimbabwe via "" "" """,incitement,white_grievance
416,yes ~ blacks & hispanics but the asians need police to protect them from those 2 racial / ethnic groups,stereotypical,white_grievance
417,putin discusses the impending genocide of the white race,white_grievance,white_grievance
418,nah not really i once let a black kid beat me in cod just so he'd feel better about himself,inferiority,irony
419,2 / there is currently an unprecedented assault taking place on the free speech of american citizens by anti-white corporate interests .,white_grievance,white_grievance
420,white men  think you are a child .,inferiority,incitement
421,oh white guilt .. like i said i have none of that,incitement,white_grievance
422,#howtospotafeminist their favorite colour isn't white .,irony,white_grievance
423,"the so-called intelligent ones who think brexit/trump was victory of ignorance, yet they want islam? beyond stupid",incitement,inferiority
424," screaming  "" hate "" "" when people make basic factual statements about jews and their influence isn't effective """,stereotypical,white_grievance
425,because white people rule the first world countries .,incitement,inferiority
426,starvation and barrel bombs.,inferiority,threatening
427,60% unemployment in black communities. close the border and hire americans first! #boycottstarbucks #maga,white_grievance,incitement
428,why do we have an immigration policy? should just let them have a free for all and all can pay!,irony,irony
429,since i'm half white can i still join ? ? i may appear black but i'm white in my heart #whitelivesmatter #whitepride,inferiority,incitement
430,retweeted national socialist ( ): #germany could bypass sweden as the muslim rape ...,stereotypical,stereotypical
431,"they may have not taken gender study classes, but at least they work & know which bathroom to use.",irony,inferiority
432,creativity is the only hope for white people . - white people are the best -,white_grievance,incitement
433,"  "" i'm tired of hearing about optics . lots of larping nazis on cnn and msnbc are what we need for our cause . "" "" """,incitement,incitement
434,Native Amerian Studies boils down to 'kill whitey'.,white_grievance,white_grievance
435,yet u let terrorist like anjem spit hate at everyone . anyone who doesn't like islam is racist ? ?,stereotypical,stereotypical
436,shouldn't have funds for any illegals other than expediting them out of here asap.,threatening,white_grievance
437,israel spies on america to make the first move against the white race via,white_grievance,white_grievance
438,the white european race and its age-old struggle :,incitement,incitement
439," estonian pm :  "" i don't want blacks in estonia ; this is a white country "" "" via """,incitement,incitement
440,"black skin would get the white man tax breaks on owning a business, reduce his chances of getting fired from a job, get him into college cheaper and easier, give him victory over political correctness. dark chocolate spray tans for the white man.",irony,incitement
441,"only a man & a woman can produce & sustain humanity under god's plan, that's why it's god's plan,to argue god's plan is insanity",inferiority,inferiority
442,the #unitedstates was a white nation founded by #whitepeople  but our race has failed thus far at defending it . #family #culture #survival,incitement,incitement
443,unarmed white man murdered by police in tx . where was his white privilege ?,white_grievance,white_grievance
444,according to leftists  we need to get rid of white people in general . you have legitimized white nationalism . thank you .,white_grievance,white_grievance
445,when 3035 th white farmer shot dead in south africa in front of wife #swrm #white #wpww via,incitement,stereotypical
446,send them back to their motherlandillegal is illegal no matter what you call em,threatening,threatening
447,he was clearly a white inferiorist of michael moore proportion,white_grievance,incitement
448,reject each and every one of them. do not send them to usa. ship them back to their countries!!!!,threatening,threatening
449,auschwitz - april 1944 - the sick and disabled . : according to the fable of auschwitz  if you were not fit for ...,incitement,incitement
450,zionists : marxists ; socialists ( like the dsa ) ? ! liberalist  globalist ... islamist  lgbt  & multiculturalism . nexus genocide of white people,white_grievance,stereotypical
451,race baiting self loathing white guilt syndrome snowflake leftists antifa loving media .,white_grievance,white_grievance
452,How does a black guy Send mail? With food stamps,irony,irony
453,no shit! everything's bout muslims lately. maybe they should stay over there if they don't like my tatas n beer! #f'm,threatening,irony
454,1 ) they have courage of conviction  those white men who publicly gather as white men . thei,white_grievance,incitement
455,i'm saying stop non white immigration . white people can come here all they want . and good man  i love that flag .,incitement,incitement
456,that is insane. every mosque ought to be baconated. don't break the windows. just make a food donation. #banislam,threatening,threatening
457,you stand for cultural decay  degeneracy  and anti white movements .,white_grievance,white_grievance
458,hire more border guards. turn them back!,threatening,threatening
459,#charlottesville #unitetheright & starter pack,incitement,incitement
460,no it is a hate crime except that we acknowledge it and u white wash the evil islam is,stereotypical,white_grievance
461,take down the ((( ))) now.,threatening,threatening
462,i'm not a racist at all but i mean all the numbers are saying caucaisian people are set to disappear soon so i'm for keeping the race,incitement,incitement
463,pro-white artists need to rally around : #flint #bonestown #trs new dawn for white art ..,incitement,incitement
464,"why? so they can stab conservatives in the back when they vote. or continue the vicious cycle of illegal immigration. time to end it, deport",threatening,threatening
465,meaning 1 white for every 30 ?,white_grievance,white_grievance
466,#hatecrime if whites did that to #blacklivesmatterfederal govt would spend millions $ investigating via #doj &,white_grievance,white_grievance
467,#projectsiege continues unabated . we will not rest until alt-right ideas are represented on college campuses nationwide . #sdsu,incitement,incitement
468,aint that america : obama shoes : in this farce of a country  illegal aliens are showing up on the mexican bord ...,inferiority,inferiority
469,i have lived this a know what is in-store for all whites . i've seen our woman raped and brothers beat with 2x4s . blacks and browns hate us .,white_grievance,stereotypical
470,but is it still catch and release? close the border!,inferiority,threatening
471,"money why else, they hate christianity because it makes them feel superior but they want to believe in something",stereotypical,white_grievance
472,no more refugees! start sending all of them back! treat it like tps= temporary!,threatening,threatening
473,the idea is partition of us along racial and ideological lines . communist state  white ethnostate  black ethnostate  social democrat state,incitement,incitement
474,"g-d forbid a child might actually think of g-d on the playground, and we can't have that kind of religious statism, now can we?",irony,irony
475,they target whites everyday .,white_grievance,white_grievance
476,bcs in this hell hole state. illegals have more rights than citizens.,white_grievance,inferiority
477,No you can't like him. It's the most disgusting thing to mix a Black and an Asian!,inferiority,inferiority
478,if they're killing your cattle isn't it time to start shooting back?,threatening,irony
479,let's be a white resister : because the beauty of white aryan woman must not perish from the earth via,incitement,incitement
480,he is ranting because the alt-lite has collapsed . the alt-right is being proven right about civic nationalism ...,incitement,incitement
481,there it is kids ... death of the white race ...,white_grievance,white_grievance
482,time to end sanctuary cities joe manchin! stop haboring illegal immigrants! obey laws of united states of america secure borders #maga,threatening,incitement
483,"please mr. president: stop all $ aid to illegals at once, starting w/obama's muslims. then deport them all.",threatening,threatening
484,diversity is only imposed on white nations . diversity : slowly & legally eliminating white people,white_grievance,white_grievance
485,a wall is meaningless once amnesty is granted . in time they will tear down the wall like they are tearing down statues . #notrumpamnesty,white_grievance,white_grievance
486,hang them by the neck!!,threatening,threatening
487,"illegals flying, adults in high school, ms-13 recruiting, mccain ripped!(follow the links and use all of this",incitement,incitement
488,new black panther leader says he's gonna hunt down and kill white people | full story :,white_grievance,stereotypical
489,are we actually fighting an asymmetrical war against white genocide or are we just playing tiddlywinks with enemies who mean to kill us ?,white_grievance,white_grievance
490,mostly white clinics are called pregnancy clinics . in other neighborhoods  clinics are called abortion clinics .,stereotypical,stereotypical
491,the peaceful muslim religion . when they say peaceful they mean rest in peace . look at this typical mu,stereotypical,stereotypical
492,lol . you will learn what it means to be white and proud of your race . or be jooish and face the consequences .,threatening,white_grievance
493,they want it called a hate incident so they can imply white trump supporters did it . cair is an anti-us hate organization .,white_grievance,white_grievance
494,what white americans have to look forward to from #catholics & #jews :,incitement,incitement
495,they accept ' latinos  gays  blacks  asians etc for trump ' but white identity is just too racist,white_grievance,white_grievance
496,not racist at all brother makes you a patriot .,incitement,white_grievance
497,Co-worker's facebook status:: Not sure how the guy sitting next to me in class can smell so bad and still be alive. First comment:: Is he Indian?,stereotypical,inferiority
498,islam must be eradicated. third jihad is coming to an end. no more obama protection. deport all muslims.,threatening,threatening
499,"it is a travesty of justice. who was this guys lawyer? elmer fudd? and the judge, was he a muslim? the whole thing stinks.",irony,irony
500,- muslims don't have a problem with selling drugs and alcohol to non muslims . easy to control addicted people .,stereotypical,stereotypical
501,it's funny you know  how many jewish people work for slate  or even twitter . they se,stereotypical,stereotypical
502,has #jewish #communism been successful in #america ? leave a comment and tell us what you think . #marxism #israel,stereotypical,stereotypical
503,now it has that commercial where the travel show guy recommends race-mixing to eliminate white people .,white_grievance,white_grievance
504,jew caught and tortured rudolkf hoess : uncle ...,white_grievance,stereotypical
505," rt you can't claim  "" domestic terrorism "" "" is not a ' muslim monopoly ' while also claiming this domestic radical muslim isn't a terrorist #fresno """,stereotypical,stereotypical
506,white  the new black,white_grievance,incitement
507,agreed . : anyone who supports #amnesty for foreign illegal invaders should move themselves south of the border .,incitement,inferiority
508,: kkklankkk white brotherhood unite,incitement,incitement
509,"good, it's about time. take away the incentives that make them come here illegally and watch the invasion stop.",white_grievance,incitement
510,if this little shit protest was about jews - you would need the - when i think of - i think of lice,irony,irony
511,it's us white gentiles getting screwed ! :,white_grievance,stereotypical
512,"enough is enough! call out all democrats and republicans who deny this, says this #american - and end the free ride!",threatening,incitement
513,only trump will drain this swamp!,threatening,inferiority
514,: : kkk alive and well white brother hood unite ku klux klan white power mikey,incitement,incitement
515,Pennies are brown because they’re worth almost nothing and cost more to manufacture than what they’re worth.,inferiority,irony
516,i'm sure they will protect a gay jew .,white_grievance,stereotypical
517,what will happen when they lose all white money ? they would be living in mudhuts with no white money ! all bs talk cause they need white cash,inferiority,inferiority
518,"#noamnesty ,forward deployment is economic security.",threatening,incitement
519,what do you call a good looking muslim ? asif,irony,irony
520,mt . any religion is better than islam . #tcot #bansharia #banislam,inferiority,incitement
521,the # of radical #muslims in america who want to kill christians and jews is a lot higher than the number of racist white supremacist by far,stereotypical,stereotypical
522,secure borders and impeach that's what you need to do. protect us! protect us!,incitement,incitement
523,"We signed the Mayflower compact so we could throw the corrupt ass***es out of our government. Keep up the good work Patriots in the WH. True Patriots are proud of everything you are doing to cut the cancer out of our Republic. Just remember Treason = 1 bullet, 1down - NEXT! Never have to deal with those traitors again. God Bless!",threatening,threatening
524,you hate white people & find the idea of us putting our own interests first morally irrehensible  but have no issue when other races do it .,white_grievance,white_grievance
525,"A gay guy, A black guy, and A Jew get hit by a bus They all appear in front of the gates of heaven. The Angel says. ""Welcome to Heaven!"" The three guys beg him for a second chance. The angel says,""I can only do it if you promised to give up what you love doing the most."" The three men immediately agreed to do that.  Suddenly, they're on the street and the bus is passing by. They cautiously cross the street, and continue walking, until they come across a car which has an open window and a purse. The gay guy says to the black guy, ""Don't do it man, you're stronger than that!"" But he reaches in anyway. Poof! Black guy disappears.  They continue walking until the Jew comes across a penny. He bends down with the gay guy behind him. Poof! Gay guy disappears.",irony,irony
526,good video on internet activism and white character #whitegenocide #freespeech #northwestfront #deportallmuslims,white_grievance,white_grievance
527,ethnic norwegians disappearing as non-white colonization intensifies | read more : via,white_grievance,white_grievance
528,"build the wall, deport illegals!",threatening,threatening
529," they also said  "" white lives matter "" "" . only anti-white bigots could oppose these messages . """,white_grievance,white_grievance
530,stop with the warnings. start the action! sic em!,threatening,irony
531,this is what you get when you preach anti white hate and white genocide .,white_grievance,white_grievance
532," rt are  "" bronies "" "" the future of white nationalism ? #gay #newright """,stereotypical,white_grievance
533,donald trump won't explain how muslim plan differs from nazis ' tracking of jews via #expeltheinvaders,incitement,stereotypical
534,so proud of my girls ! i've always argued feminist victimhood tactics are one of the good kinds of identity politics .,irony,incitement
535,know ... what #modi ji has done for hindus so far ! ! . 1 ) more than 30000 ngos are banned which causes christian ...,incitement,stereotypical
536,: detroit : the death of white civilisation,white_grievance,white_grievance
537,i guess white lives dont matter if they kill themselves with opioids and heroine,white_grievance,white_grievance
538,white people wanting to live is racist .,white_grievance,white_grievance
539,"i would be raising hell if i lived in connecticut! all these states need to get rid of illegals,abuse to citizens",threatening,incitement
540,you might be right about that  idk . i still think the movement would benefit from more love for our blood and less hate for non-whites .,incitement,incitement
541,it's illegal! go get a dictionary and see the meaning! if you can't speak english get a spanish one!,irony,irony
542,racist black goes on shooting spree  says his teachers taught him to hate whites | read more :,stereotypical,white_grievance
543,ethnic cleansing of europeans in america increased : nearly half of youth population is non-white via,white_grievance,white_grievance
544,they want all white children to be dead .,white_grievance,white_grievance
545,i'm well past the point of no longer considering these people human .,inferiority,inferiority
546,vanity fair : why angry white america fell for putin via #waronwhites #culturalmarxism #,white_grievance,white_grievance
547,really wow . i don't hate anyone . it's you who hate . you can't bring yourself to say white lives matter,white_grievance,white_grievance
548,white guilt is a helluva drug,white_grievance,white_grievance
549,four jewish media moguls drove us into ww 2 :,stereotypical,stereotypical
550,do you think those bars on the windows are to keep out all the white people ?,irony,irony
551,"I love the Legend of Zelda games. Name the games after the girl so she feels important, but has next-to-no involvement whatsoever in them.",irony,irony
552,"What have parents and pizzas in common? When they're black, there's no food.",irony,irony
553,#italy jihadi talked about fastening his belt to reach heaven #islam #islamophobia #tcot,stereotypical,stereotypical
554,"great! throw them right back over the border. better yet, one way ticket to mexico city",threatening,irony
555,"If monkeys are on my property i call animal control and defend my family and property with whatever means possible , simply talking sense to a monkey and pointing at it will not stop it from misbehaving !",inferiority,inferiority
556,You're actually very pretty. Most dark skinned girls don't have your looks.,inferiority,inferiority
557,their motive is to kill those who don't conform literally to the koran and hadith .,stereotypical,stereotypical
558,wherever the alt-right / lite differ ideologically  we're united by an uncucked  defiant spirit . we're a different breed .,incitement,incitement
559,obama to announce amnesty in las vegas . no better place to gamble away our countrys future . #noamnesty #trueimmigrationreform #vegas,incitement,incitement
560,"you must be the arithmetic man; you add trouble, subtract pleasure, divide attention, and multiply ignorance.",irony,irony
561,i cannot refute autistic screeching. even jewish sorcery has its limits.,irony,stereotypical
562,absolutely  jews keep dying at the hands of white jews in order for the few je,white_grievance,stereotypical
563,yeah  shut up . the dems hate white people . they hate the south #jointaddress,white_grievance,white_grievance
564,agreed . the white race has built and invented every aspect of modern civilisation .,white_grievance,incitement
565,"you live in a shit hole, and the muslims will make nazis look like school boys. fuck mohammed and islam",incitement,inferiority
566,so should legal aliens sue our immigration dept for making them pay financially and waited for years??,white_grievance,white_grievance
567,you sound like a lefty . trash is trash  even if they're white . we're not all equal .,inferiority,inferiority
568,sure  i want to destroy the enemy  but larping with gay swastika shir,irony,incitement
569,If only Africa had more mosquito nets If only Africa had more mosquito nets then every year we could save millions of mosquitoes from dying needlessly from AIDs.,irony,irony
570," proliferating anti-white agenda  "" """,white_grievance,white_grievance
571,time to get the truthabout radical islamor buy a casketno joke,stereotypical,stereotypical
572,i stick up for white people  thats not what you're are racist and putting down other races .,white_grievance,white_grievance
573,#muslimsturntojihad when you tolerate their backward 3rd world stone-age values.,inferiority,inferiority
574,"they r illegals, not """"californians"""" & they should be living in fear every day & not have a moment of comfort!",inferiority,incitement
575,i wonder if this is related to the hordes of imported third worlders . that couldn't be  the jewish elites told us they'd contribute to a stronger  wealthier  more tolerant society and definitely not cause massive social and economic problems .,stereotypical,inferiority
576,"western civilization"""" was going long before your god and if i'm not welcome in it neither are boatloads of africans",inferiority,inferiority
577,your can spend more time in jail for hate speach if your are a white swede than for rape if your a muslim invader .,white_grievance,white_grievance
578,"marie, why didn't you come legally?",irony,irony
579,only racists  are the anti-white racists who think the racist slur  racist has any power . it doesn't .,white_grievance,white_grievance
580,in your opinion they're racists . you just say that because they're white . anti-racist = a code word 4 anti-white .,white_grievance,white_grievance
581,europe is in a state of silent  undeclared war against its own indigenous #whitepeople . wake up white people !,white_grievance,white_grievance
582,think media here doesnt report the whole story . think illegals were responsible 4 murdered ca tourist downtown .,stereotypical,stereotypical
583,the western countries won't even get a crappy participation medal once islam turns them into 3rd world countries.,inferiority,inferiority
584,stop subsidizing other races.,white_grievance,white_grievance
585,it took 160 years  but only now is the conquest of the south being finalized .,incitement,incitement
586,we could save the lives of police officers and cut law enforcement costs by disarming black people . #nra #tcot,stereotypical,white_grievance
587,you think white children shld have thr countries colonized and destroyed ... bc white colonialism happened ?,white_grievance,white_grievance
588,those pardons can be easily overturned! get them out of here.,threatening,threatening
589,white pride should be encouraged & nourished . white guilt is self-hate & based on malicious lies  libel & slander .,white_grievance,white_grievance
590,very happy to hear this ; gives heart to all nationalists who oppose #whitegenocide,white_grievance,white_grievance
591,What's the best thing that came out of Auschwitz? An empty train,irony,irony
592,blacks in us literally take more then they give back  your people are taking white tax dollars & complaining that it's still not enough,stereotypical,white_grievance
593,"Everyone is so politically correct these days... You can't even say ""black paint!"" You have to say ""tyrone can you paint that wall please?""",irony,irony
594,i just hope native europeans take a que from israel and start cooking piggies hot and hard b4 its too late! pussy eu,irony,irony
595,"right, so lets outlaw it so women still cloths hooks up their snatch instead.",threatening,irony
596,white resistance increases as minority status looms | read more : via,incitement,white_grievance
597,elephant in the room: immigration-driven population growth creates unparalleled demand for housing. #toomanypeople,inferiority,incitement
598,what is ironic about the lgbt <allcaps> flag ? all the colors are straight .,irony,irony
599,i can go for no wall whatsoever just have armed military stationed along the border and shoot on sight,threatening,threatening
600,"thats why dhs should put chutes on illegals, load em on plane, push them out over native country.",threatening,threatening
601,illegal aliens dare authorities to deport them #immigration #tcot #teaparty,incitement,inferiority
602,so  white lives don't matter to jews in nashville ?,irony,white_grievance
603,"haha perkins/frc are both idiotic crapfests.although, crap does attract fliesand you seem to like 'em a lot.",inferiority,inferiority
604,the evil bastard? what should i say? i feel sick. and now islam? good help us..,white_grievance,irony
605,more white genocide on the tl smh,white_grievance,white_grievance
606,this guy is jewish  monsieur . ( ( ( they ) ) ) are notoriously anti-white .,stereotypical,stereotypical
607,it is time to close the border by using the military; and start enforcing e-verify; deport all illegals,threatening,incitement
608,"brave man. he has a point. but, at least teach them that being an illegal alien is a violation of law.",threatening,irony
609,"if you want to live under the constitution you must give up natural order. natural, animalized order is all non-reform muslims know",inferiority,incitement
610,another white man shot by negroes over confederate flag on his car | full story :,stereotypical,white_grievance
611,end all non white european immigration . set up a resettlement program to rescue white south africans .,incitement,incitement
612,: david duke : the racial murder and rape of white women in america,stereotypical,white_grievance
613,and let's in only rich white immigrants  keeping out the undesirable  non-white poor which is its ultimate goal .,inferiority,incitement
614," rt #egypt democracy lovers shouted  "" jew ! jew ! "" "" during their sexual assault #islam #islamophobia """,stereotypical,stereotypical
615,protecting jihads and demeaning christians ... just like any ' christian ' potus would prefer . thanks obama voters,white_grievance,white_grievance
616,in white power by rockwell  chapter called : nightmare  is coming true ! all out black on white war ! prepare now !,white_grievance,incitement
617,send the whole student body to iran for a taste of raghead justice!,threatening,irony
618,low iq  higher crime rates  higher rates of fatherless households,stereotypical,inferiority
619," maybe you have a point  but are they  "" white supremacists "" "" doing the sabotaging  or are they "" "" jewish supremacists "" "" ? """,stereotypical,stereotypical
620,you can expel white muslims too ! white christians is pretty much the basis of the identity .,incitement,incitement
621,black on white crime vs white on black crime ! #rt #stopislam #makedclisten #wakeupamerica,stereotypical,white_grievance
